Product No.,Description,CAS,Package Size,Price (Euro),USP Traceability
PHR2209,Curcumin,458-37-7,50 mg,EUR 136,1151855
PHR2210,Norvaline,760-78-1,50 mg,EUR 136,
PHR2211,Piperine,94-62-2,50 mg,EUR 131,1543200
PHR2212,4-Amino-5-Aminomethyl-2-Methylpyrimidine Dihydrochloride,874-43-1,100 mg,EUR 513,
PHR2213,Bis-Pyridoxine,19203-56-6,100 mg,EUR 513,
PHR2214,Potassium Cyanide,151-50-8,1 g,EUR 116,
PHR2215,Oxymetazoline Related Compound A,1391053-50-1,100 mg,EUR 701,
PHR2216,Thiamine Disulfide,67-16-3,1 g,EUR 513,
PHR2217,Toxopyrimidine,73-67-6,100 mg,EUR 513,
PHR2218,"6-tert-Butyl-3-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-hydroxy-2,4-dimethyl-cyclohex-2,5-dienone trifluoroacetate",,100 mg,EUR 513,
PHR2220,Cimetidine Impurity A,52378-40-2,100 mg,EUR 377,
PHR2221,Ondansetron Related Compound D,99614-64-9,100 mg,EUR 493,1478629
PHR2223,Ondansetron Related Compound A,119812-29-2,100 mg,EUR 563,1478593
PHR2224,Ondansetron Related Compound C,27387-31-1,100 mg,EUR 338,1478618
PHR2225,Ethyl 4-Nitrobenzoate,99-77-4,100 mg,EUR 320,1265300
PHR2226,Duloxetine Related Compound A,910138-96-4,25 mg,EUR 477,1229828
PHR2228,Estradiol 3-Methyl Ether,1035-77-4,50 mg,EUR 523,
PHR2229,Levofloxacin Related Compound B,100986-89-8,100 mg,EUR 493,1362125
PHR2230,Levofloxacin Related Compound C,177472-30-9,50 mg,EUR 493,1362136
PHR2231,Econazole Related Compound A,24155-42-8,100 mg,EUR 478,1231830
PHR2232,Econazole Impurity D,24168-96-5,500 mg,EUR 128,
PHR2233,Norfloxacin Related Compound A,68077-26-9,100 mg,EUR 597,1471517
PHR2234,Ofloxacin Impurity A,82419-35-0,100 mg,EUR 356,
PHR2235,Ofloxacin Related Compound A,82419-52-1,50 mg,EUR 536,1478119
PHR2236,Tetracaine Related Compound B,4740-24-3,50 mg,EUR 513,1650017
PHR2238,Oxcarbazepine Related Compound E,21737-58-6,50 mg,EUR 438,1483200
PHR2239,Lisinopril Impurity A,1012-05-1,50 mg,EUR 419,
PHR2240,Mevastatin/Lovastatin Impurity A,73573-88-3,50 mg,EUR 217,
PHR2241,Melatonin Related Compound A,608-07-1,50 mg,EUR 478,1380116
PHR2242,Cimetidine Impurity D,59660-24-1,25 mg,EUR 476,
PHR2244,Uridine,58-96-8,100 mg,EUR 493,1707114
PHR2245,Sodium Tripolyphosphate Hexahydrate,15091-98-2,1 g,EUR 79.7,
PHR2261,Tetracaine Related Compound C,71839-12-8,100 mg,EUR 494,1650028
PHR2265,Thio-acid Propionate,,250 mg,EUR 159,
PHR2268,Diphenhydramine Citrate,88637-37-0,1 g,EUR 144,1217909
PHR2270,Fluticasone Propionate Impurity A,65429-42-7,50 mg,EUR 496,
PHR2271,Menaquinone-4,863-61-6,100 mg,EUR 179,1381083
PHR2277,Lovastatin Related Compound A,77517-29-4,100 mg,EUR 773,1370611
PHR2281,Valproic Acid Related Compound B,62391-99-5,100 mg,EUR 493,1708718
PHR2284,Metoclopramide Related Compound B,4093-31-6,100 mg,EUR 617,1440820
PHR2285,Metoclopramide Related Compound D,4093-29-2,100 mg,EUR 617,1440841
PHR2287,Methyl 4-(Acetylamino)-2-hydroxybenzoate,4093-28-1,100 mg,EUR 490,1262823
PHR2291,Dantrolene,7261-97-4,500 mg,EUR 166,1163140
PHR2292,Dantrolene Related Compound A,,100 mg,EUR 476,1163162
PHR2293,Dantrolene Related Compound B,,100 mg,EUR 595,1163173
PHR2294,Dantrolene Related Compound C,,100 mg,EUR 597,1163184
PHR2309,Loratadine Related Compound C,31251-41-9,50 mg,EUR 542,1370269
PHR2314,Desloratadine Related Compound A,117796-50-6,50 mg,EUR 597,1173053
PHR2315,Desloratadine Related Compound B,432543-89-0,50 mg,EUR 419,1173086
PHR2316,Desloratadine Related Compound F,,100 mg,EUR 597,1173064
PHR2320,Aripiprazole Related Compound B,889443-20-3,100 mg,EUR 476,1042645
PHR2323,Aripiprazole Related Compound G,129722-25-4,100 mg,EUR 536,1042690
PHR2324,Aripiprazole Related Compound H,,50 mg,EUR 536,1042714
PHR2327,Meloxicam Impurity C,,50 mg,EUR 476,1379456
PHR2329,Omeprazole Related Compound F and G,,50 mg,EUR 523,1478491
PHR2333,Bendamustine Hydrochloride Monohydrate,,500 mg,EUR 198,1065221
PHR2334,10-Formylfolic Acid,,50 mg,EUR 597,1286300
PHR2335,2-Propanol Impurity Mixture,,5 x 1.2 mL,EUR 198,
PHR2336,2-tert-Butyl-4-hydroxyanisole,88-32-4,500 mg,EUR 194,1083008
PHR2337,3-Methyl-1-butanol,123-51-3,1.2 mL,EUR 46.5,1424153
PHR2339,4-Nitrobenzoic Acid,62-23-7,100 mg,EUR 476,1466572
PHR2340,5′-Adenylic Acid,61-19-8,1 g,EUR 179,1012178
PHR2342,Aleuritic Acid,533-87-9,100 mg,EUR 172,1012799
PHR2343,Altretamine,645-05-6,1 g,EUR 172,1017105
PHR2344,Amodiaquine Hydrochloride Hydrate,6398-98-7,1 g,EUR 179,1031004
PHR2345,Amprolium,,500 mg,EUR 179,1034002
PHR2346,Aniline,62-53-3,500 mg,EUR 476,1036110
PHR2348,Antipyrine Related Compound A,,50 mg,EUR 476,1040016
PHR2349,Asparagine Anhydrous,70-47-3,300 mg,EUR 157,1043502
PHR2352,Benoxinate Hydrochloride,5987-82-6,300 mg,EUR 237,1050009
PHR2353,Benzaldehyde Propylene Glycol Acetal,2568-25-4,1 mL,EUR 58.5,1050949
PHR2353,Benzaldehyde Propylene Glycol Acetal,2568-25-4,5 x 1.2 mL,EUR 120,1050949
PHR2354,Benzalkonium Bromide,,300 mg,EUR 179,1050982
PHR2355,Betaine,107-43-7,1 g,EUR 153,1065695
PHR2356,Betaine Hydrochloride,590-46-5,300 mg,EUR 179,1065709
PHR2357,Bethanechol Chloride,590-63-6,300 mg,EUR 145,1071009
PHR2358,Biphenyl,92-52-4,1 g,EUR 179,1073423
PHR2360,Verapamil Related Compound A,67775-97-7,100 mg,EUR 738,1711304
PHR2362,Polyethylene Glycol 3350,25322-68-3,1 g,EUR 120,1546547
PHR2363,Menaquinone -7,2124-57-4,3 x 75 mg,EUR 476,1381119
PHR2397,Rocuronium Bromide,119302-91-9,500 mg,EUR 167,1604905
PHR2407,N-Nitrosodimethylamine (NDMA),62-75-9,100 mg,EUR 172,1466674
PHR2408,N-Nitrosodiethylamine (NDEA),55-18-5,1 g,EUR 237,1466652
PHR2410,Abiraterone Acetate,154229-18-2,500 mg,EUR 476,1000818
PHR2415,Amiodarone Related Compound D,1951-26-4,100 mg,EUR 656,1027346
PHR2417,Levetiracetam Racemic Mixture,,30 mg,EUR 536,1359415
PHR2418,Ascorbic Acid Impurity F,89-65-6,100 mg,EUR 356,1241823
PHR2419,Aspartame Acesulfame,106372-55-8,300 mg,EUR 225,1043750
PHR2422,Benazepril Related Compound E,88372-47-8,50 mg,EUR 597,1048663
PHR2423,Benazepril Related Compound F,109010-60-8,100 mg,EUR 476,1048674
PHR2426,"Camphor Impurity B, Camphene",79-92-5,1 g,EUR 178,
PHR2428,Levetiracetam Related Compound A,,50 mg,EUR 597,1359426
PHR2434,Carvedilol Related Compound D,51997-51-4,50 mg,EUR 476,1096666
PHR2435,Carvedilol Related Compound E,,50 mg,EUR 597,1096677
PHR2438,Chloroquine Related Compound A,86-98-6,50 mg,EUR 597,1118328
PHR2445,Diclofenac Impurity C,27204-57-5,100 mg,EUR 496,
PHR2448,Mebendazole,31431-39-7,300 mg,EUR 237,1375502
PHR2449,Memantine Related Compound A,702-79-4,100 mg,EUR 597,1380513
PHR2450,Memantine Related Compound B,707-37-9,50 mg,EUR 476,1380524
PHR2451,Memantine Related Compound C,707-36-8,100 mg,EUR 714,1380535
PHR2453,Etonogestrel,54048-10-1,200 mg,EUR 476,1268783
PHR2456,Nitrofurfural diacetate,92-55-7,200 mg,EUR 417,1465503
PHR2458,Pantoprazole Related Compound A,127780-16-9,50 mg,EUR 476,1494909
PHR2459,Zoledronic Acid Related Compound A,22884-10-2,50 mg,EUR 714,1724838
PHR2465,Glycopyrrolate Related Compound A,,100 mg,EUR 476,1296029
PHR2466,Glycopyrrolate Related Compound B,13118-11-1,100 mg,EUR 419,
PHR2467,Glycopyrrolate Related Compound C,427-49-6,50 mg,EUR 618,1296042
PHR2468,Glycopyrrolate Related Compound L,19833-96-6,100 mg,EUR 597,1296100
PHR2470,6-Hydroxynicotinic acid,5006-66-6,100 mg,EUR 476,1327408
PHR2477,Ibandronate Related Compound A,625120-81-2,50 mg,EUR 714,1335428
PHR2478,Adrenalone hydrochloride,62-13-5,50 mg,EUR 597,1011878
PHR2484,Azure B,531-55-5,100 mg,EUR 476,1046351
PHR2485,L-Alanyl-L-glutamine,39537-23-0,300 mg,EUR 201,1012517
PHR2487,Norgestrel,6533-00-2,200 mg,EUR 225,1472000
PHR2489,Imiquimod Related Compound A,99010-24-9,50 mg,EUR 419,1338324
PHR2490,Imiquimod Related Compound C,99010-64-7,50 mg,EUR 476,1338346
PHR2492,Irinotecan Related Compound E,78287-27-1,30 mg,EUR 476,1347664
PHR2493,Ketorolac Related Compound A,167105-80-8,50 mg,EUR 597,1356315
PHR2494,Ketorolac Related Compound C,113502-52-6,50 mg,EUR 347,
PHR2496,Oxacillin Related Compound C,1136-45-4,50 mg,EUR 597,1481044
PHR2497,"1-Methyl-1,2,3,4-tetrahydro-β-carboline-3-carboxylic acid",5470-37-1,50 mg,EUR 476,1604337
PHR2500,Meloxicam Related Compound A,24683-26-9,50 mg,EUR 597,1379412
PHR2502,Meloxicam Related Compound C,118854-48-1,50 mg,EUR 496,
PHR2509,Metoprolol Related Compound A,109632-08-8,50 mg,EUR 476,1441232
PHR2510,Metoprolol Related Compound C,,30 mg,EUR 476,1441254
PHR2511,Metoprolol succinate,98418-47-4,500 mg,EUR 296,1441298
PHR2515,Milrinone,78415-72-2,1 g,EUR 296,1443908
PHR2517,Naproxen Related Compound K,77301-42-9,100 mg,EUR 597,1457414
PHR2518,Naproxen Related Compound G,23979-41-1,100 mg,EUR 476,1457436
PHR2527,Naproxen Related Compound A,,100 mg,EUR 476,1457312
PHR2533,Nicotine Related Compound C,486-56-6,50 mg,EUR 476,1463348
PHR2535,Sertraline hydrochloride,79559-97-0,200 mg,EUR 417,1312539
PHR2537,Olanzapine Related Compound B,221176-49-4,30 mg,EUR 597,1478323
PHR2538,Olanzapine Related Compound C,174794-02-6,30 mg,EUR 476,1478334
PHR2539,Olopatadine Related Compound C,,50 mg,EUR 476,1478436
PHR2540,Sodium picosulfate,10040-45-6,100 mg,EUR 201,1614578
PHR2541,Theophylline Related Compound F,519-37-9,100 mg,EUR 453,1653060
PHR2543,Orlistat Related Compound B,19740-72-8,50 mg,EUR 536,1478822
PHR2544,Orlistat Related Compound C,791-28-6,50 mg,EUR 536,1478833
PHR2545,Oxaliplatin Related Compound A,6153-56-6,200 mg,EUR 273,1481215
PHR2548,Oxybutynin Related Compound A,4335-77-7,200 mg,EUR 597,1085114
PHR2549,Oxybutynin Related Compound B,10399-13-0,50 mg,EUR 597,1485125
PHR2551,Theophylline Related Compound D,116131-08-9,50 mg,EUR 597,1653048
PHR2552,Palonosetron Hydrochloride,135729-62-3,200 mg,EUR 189,1492200
PHR2555,Zileuton,111406-87-2,200 mg,EUR 166,1492200
PHR2565,Propofol Related Compound A,2416-95-7,50 mg,EUR 476,1572536
PHR2566,Propofol Related Compound B,1988-11-0,50 mg,EUR 597,1572547
PHR2571,Ropivacaine,84057-95-4,500 mg,EUR 213,1605497
PHR2572,Ropivacaine Related Compound A,21436-98-6,50 mg,EUR 445,1605512
PHR2573,Artesunate,88495-63-0,300 mg,EUR 166,1042850
PHR2574,Desonide,638-94-8,300 mg,EUR 356,1173304
PHR2577,Sulfamethoxazole Related Compound C,1072-67-9,100 mg,EUR 417,1631533
PHR2579,Sumatriptan,103628-46-2,100 mg,EUR 198,1642201
PHR2580,Sumatriptan Succinate,103628-48-4,500 mg,EUR 261,1642201
PHR2583,Memantine Related Compound D,941-37-7,100 mg,EUR 313,1380546
PHR2585,Droperidol,548-73-2,500 mg,EUR 237,1229001
PHR2586,Edetic Acid,60-00-4,1 g,EUR 213,1233508
PHR2589,Floxuridine,50-91-9,500 mg,EUR 179,1271008
PHR2590,Thimerosal Related Compound A,119-80-2,100 mg,EUR 476,1659001
PHR2593,Timolol Maleate,26921-17-5,500 mg,EUR 189,1667406
PHR2595,"2,4-dichlorophenol",120-83-2,200 mg,EUR 179,1187954
PHR2596,Parachlorophenol,106-48-9,1 g,EUR 237,1496802
PHR2597,5-Hydroxy-L-tryptophan,4350-09-8,100 mg,EUR 237,1329913
PHR2598,Furazolidone,67-45-8,500 mg,EUR 179,1286800
PHR2599,Lauryl Alcohol,112-53-8,1 g,EUR 118,1356891
PHR2603,Urea Related Compound A,108-19-0,30 mg,EUR 237,1706712
PHR2604,Magnesium Sulfate,10034-99-8,2 g,EUR 179,1374361
PHR2605,Methyl Laurate,111-82-0,200 mg,EUR 70.5,1430305
PHR2606,Methyl Linoleate,112-63-0,5 x 100 mg,EUR 159,1430327
PHR2618,Sodium Acetate Trihydrate,6131-90-4,2 g,EUR 237,1613429
PHR2620,4-Chlorobenzophenone,134-85-0,50 mg,EUR 476,1112467
PHR2623,Daidzin,552-66-9,50 mg,EUR 476,1162432
PHR2625,Desosaminylazithromycin,117693-41-1,30 mg,EUR 536,1046078
PHR2626,Dexketoprofen Tromethamine,156604-79-4,500 mg,EUR 213,1179118
PHR2627,Dihydrocapsaicin,19408-84-5,50 mg,EUR 237,1200600
PHR2629,Hydroxyurea,127-07-1,300 mg,EUR 153,1332000
PHR2630,Levomedetomidine,190000-46-5,50 mg,EUR 393,1179344
PHR2634,Monosodium Glutamate,,1 g,EUR 273,1446600
PHR2635,Monostearyl Maleate,2424-62-6,200 mg,EUR 545,1446804
PHR2636,"N-Acetyl-D,L-Methionine",1115-47-5,200 mg,EUR 213,1009978
PHR2637,Oleyl Alcohol,143-28-2,5 x 100 mg,EUR 195,1478185
PHR2638,Penicillamine,52-67-5,500 mg,EUR 213,1501006
PHR2645,Pentetic Acid,67-43-6,200 mg,EUR 166,1505506
PHR2649,Phosphatidylcholine (Soy),97281-47-5,250 mg,EUR 148,1535755
PHR2654,Silver Sulfadiazine,22199-08-2,500 mg,EUR 213,1612608
PHR2655,Silybin,22888-70-6,100 mg,EUR 153,1612630
PHR2658,Sodium Sulfate Anhydrous,,1 g,EUR 153,1614807
PHR2661,Triglycine,556-33-2,100 mg,EUR 213,1686386
PHR2662,Triprolidine,6138-79-0,500 mg,EUR 179,1696007
PHR2664,Boric acid,10043-35-3,1 g,EUR 147,1076341
PHR2665,Cefdinir,91832-40-5,500 mg,EUR 174,1097614
PHR2667,Cefdinir Related Compound B,79350-10-0,20 mg,EUR 644,1097589
PHR2669,Calcium Gluconate Anhydrous,299-28-5,500 mg,EUR 179,1086822
PHR2674,Methyldopa Related Compound C,,30 mg,EUR 496,
PHR2676,Ranolazine,95635-55-5,500 mg,EUR 166,1598744
PHR2677,Ranolazine Related Compound A,2210-74-4,100 mg,EUR 597,1598755
PHR2679,Ranolazine Related Compound C,5294-61-1,100 mg,EUR 597,1598777
PHR2680,Ranolazine Related Compound D,380204-72-8,100 mg,EUR 597,1598788
PHR2683,Cefuroxime Sodium,56238-63-2,300 mg,EUR 148,1098209
PHR2686,Cyproheptadine Related Compound C,3967-32-6,50 mg,EUR 566,1161032
PHR2688,Cetrimonium Bromide,,1 g,EUR 179,1102974
PHR2688,Cetrimonium Bromide,,1 g,EUR 179,1102974
PHR2690,Sodium thiosulfate,7772-98-7,2 g,EUR 179,1615107
PHR2691,Hyperoside,482-36-0,100 mg,EUR 833,1335202
PHR2694,Cinnamic acid,140-10-3,200 mg,EUR 179,1133933
PHR2696,Mogroside V,88901-36-4,200 mg,EUR 476,1445448
PHR2699,Chlorzoxazone Related Compound A,95-85-2,100 mg,EUR 597,1130527
PHR2701,Dexmedetomidine Hydrochloride,145108-58-3,500 mg,EUR 237,1179333
PHR2702,Flumazenil,78755-81-4,500 mg,EUR 595,1273808
PHR2704,Idarubicin hydrochloride,57852-57-0,75 mg,EUR 494,1335701
PHR2705,Kaempferol,520-18-3,30 mg,EUR 356,1354900
PHR2706,Tamoxifen Citrate,54965-24-1,300 mg,EUR 179,1643306
PHR2708,Bosentan,157212-55-0,500 mg,EUR 356,1076115
PHR2709,Fexofenadine,885946-90-7,500 mg,EUR 425,1270363
PHR2710,Flurbiprofen Related Compound A,6341-72-6,100 mg,EUR 597,1285760
PHR2713,Glycopyrrolate Related Compound I,,30 mg,EUR 489,1296086
PHR2714,Hydroxyzine Pamoate,10246-75-0,500 mg,EUR 179,1334006
PHR2715,Ibandronate Sodium,138926-19-9,500 mg,EUR 326,1335417
PHR2716,Imiquimod,99011-02-6,500 mg,EUR 213,1338313
PHR2718,Irinotecan Related Compound B,86639-52-3,20 mg,EUR 597,1347631
PHR2720,Vardenafil Hydrochloride,330808-88-3,500 mg,EUR 217,1711010
PHR2721,Tiamulin fumarate,55297-96-6,500 mg,EUR 213,1667290
PHR2723,Linoleyl Alcohol,506-43-4,5 x 200 mg,EUR 198,1367647
PHR2724,Zinc oxide,1314-13-2,500 mg,EUR 142,1724747
PHR2727,Cromolyn Sodium,15826-37-6,1 g,EUR 237,1150502
PHR2729,2-Methyl-1-propanol,78-83-1,1.2 mL,EUR 46.5,1437053
PHR2730,Butyraldehyde,123-72-8,1.2 mL,EUR 46.5,1084259
PHR2730,Butyraldehyde,123-72-8,5 x 1.2 mL,EUR 129,1084259
PHR2759,Memantine Related Compound F,356572-08-2,100 mg,EUR 523,1380568
PHR2761,Memantine Related Compound G,33103-93-4,50 mg,EUR 419,1380579
PHR2764,Memantine Related Compound H,15210-60-3,50 mg,EUR 472,1380580
PHR2765,Memantine Related Compound I,80121-67-1,50 mg,EUR 472,1380591
PHR2770,Indomethacin Related Compound A,2882-15-7,50 mg,EUR 523,1417113
PHR2775,Monensin Sodium,22373-78-0,300 mg,EUR 135,1445481
PHR2776,Mycophenolate Mofetil Related Compound B,26675-76-3,100 mg,EUR 731,1448978
PHR2777,Promethazine Related Compound B,5568-90-1,50 mg,EUR 536,1570029
PHR2779,Ribavirin Related Compound D,3641-08-5,30 mg,EUR 419,1602740
PHR2780,Azaerythromycin A,76801-85-9,200 mg,EUR 419,1045600
PHR2781,3′-N-Demethyl-3′-N-formylazithromycin,612069-28-0,50 mg,EUR 523,1046045
PHR2782,Azithromycin N-oxide,90503-06-3,30 mg,EUR 496,1046090
PHR2788,Ticagrelor,274693-27-5,400 mg,EUR 629,1667177
PHR2789,Amifostine Disulfide,10027-65-3,200 mg,EUR 708,1019417
PHR2793,Bemotrizinol,187393-00-6, ,EUR 142,1048572
PHR2795,Brimonidine Tartrate,70359-46-5,500 mg,EUR 198,1076400
PHR2796,Ipratropium Bromide,66985-17-9, ,EUR 259,1347507
PHR2798,Sotalol Hydrochloride,959-24-0,500 mg,EUR 248,1617408
PHR2799,Diosmin,520-27-4,500 mg,EUR 148,1213318
PHR2803,Dexchlorpheniramine Maleate,2438-32-6,500 mg,EUR 147,1179005
PHR2806,Mupirocin,12650-69-0,100 mg,EUR 148,1448901
PHR2809,Cyproterone acetate,427-51-0,50 mg,EUR 297,
PHR2814,Tibolone,5630-53-5,200 mg,EUR 297,
PHR2821,Acamprosate Calcium,77337-73-6,400 mg,EUR 178,1000554
PHR2830,Adapalene Related Compound D,932033-57-3,50 mg,EUR 523,1011743
PHR2831,Amantadine Related Compound A,935-56-8,50 mg,EUR 523,1018516
PHR2848,Buspirone Related Compound N,257877-44-4,100 mg,EUR 496,1078835
PHR2859,Estradiol Related Compound C,571-92-6,25 mg,EUR 523,1250041
PHR2869,Foscarnet Related Compound B,55920-24-6,50 mg,EUR 523,1283313
PHR2870,Foscarnet Related Compound D,1474-78-8,0.5 mL,EUR 545,1283324
PHR2871,Granisetron Related Compound D,50890-83-0,50 mg,EUR 491,1298140
PHR2872,Hydroxyzine Related Compound A,303-26-4,50 mg,EUR 396,1333058
PHR2873,Ipratropium Bromide Related Compound C,552-63-6,100 mg,EUR 396,1347530
PHR2874,Isoflurane,26675-46-7,1.2 mL,EUR 174,1349003
PHR2875,Isoflurane Related Compound A,32778-08-8,0.5 mL,EUR 595,1349014
PHR2876,Isoflurane Related Compound B,1885-48-9,0.5 mL,EUR 595,1349025
PHR2877,Ketoprofen Related Compound F,42872-30-0,50 mg,EUR 396,1356585
PHR2878,Leflunomide Related Compound B,108605-62-5,50 mg,EUR 545,1357056
PHR2879,Levocarnitine Related Compound A,6538-82-5,100 mg,EUR 595,1359925
PHR2880,Levothyroxine Sodium Hydrate,25416-65-3,100 mg,EUR 128,1365065
PHR2881,Mineral Oil,8042-47-5,1.5 mL,EUR 128,
PHR2882,Soybean Oil,8001-22-7,1 g,EUR 99.1,1617500
PHR2883,Triethylamine,121-44-8,5 x 2 mL,EUR 104,1683559
PHR2884,Idoxuridine,54-42-2,500 mg,EUR 248,1336001
PHR2885,Terbinafine Related Compound A,65473-13-4,50 mg,EUR 419,1424608
PHR2886,Spironolactone,52-01-7,200 mg,EUR 148,1619006
PHR2887,Spironolactone Related Compound A,976-71-6,150 mg,EUR 297,1463960
PHR2888,Nitazoxanide,55981-09-4,400 mg,EUR 147,1463960
PHR2889,Nitazoxanide Related Compound A,121-66-4,50 mg,EUR 445,1463971
PHR2890,Polyethylene Glycol 1000,25322-68-3,1 g,EUR 148,
PHR2890,Polyethylene Glycol 1000,25322-68-3,1 g,EUR 148,
PHR2892,Polyethylene Glycol 4000,25322-68-3,1 g,EUR 128,
PHR2892,Polyethylene Glycol 4000,25322-68-3,1 g,EUR 128,
PHR2893,Polyethylene Glycol 6000,25322-68-3,1 g,EUR 128,
PHR2893,Polyethylene Glycol 6000,25322-68-3,1 g,EUR 128,
PHR2894,Polyethylene Glycol 8000,25322-68-3,1 g,EUR 128,
PHR2894,Polyethylene Glycol 8000,25322-68-3,1 g,EUR 128,
PHR2896,"Butane-1,3-diol",107-88-0, ,EUR 142,1082956
PHR2897,Corn Oil,8001-30-7,5 x 400 mg,EUR 124,1148806
PHR2898,Cyclohexylmethanol,100-49-2,3 x 1.2 mL,EUR 178,1154605
PHR2899,Cyromazine,66215-27-8,500 mg,EUR 147,1161203
PHR2900,Dibasic Potassium Phosphate,7758-11-4,5 g,EUR 147,1551128
PHR2900,Dibasic Potassium Phosphate,7758-11-4,5 g,EUR 147,1551128
PHR2901,Escin,11072-93-8,500 mg,EUR 98.1,1249202
PHR2902,Olive Oil,8001-25-0,5 x 400 mg,EUR 124,1478254
PHR2903,Citric acid Monohydrate,5949-29-1,200 mg,EUR 179,
PHR2905,Progesterone Related Compound H,1162-56-7,100 mg,EUR 494,
PHR2911,Famotidine Related Compound D,76824-16-3,50 mg,EUR 644,1269243
PHR2912,Famotidine Related Compound E,129083-44-9,50 mg,EUR 623,1269254
PHR2914,Sumatriptan Succinate Related Compound C,,75 mg,EUR 692,
PHR2915,Chlorthalidone Related Compound A,5270-74-6,50 mg,EUR 346,1119309
PHR2916,Loperamide Related Compound F,106900-12-3,50 mg,EUR 494,1370065
PHR2919,Acitretin Related Compound B,54350-48-0,100 mg,EUR 595,1011029
PHR2920,Tranexamic Acid Related Compound C,330838-52-3,30 mg,EUR 494,1672756
PHR2921,Flecainide Acetate,54143-56-5,500 mg,EUR 178,1270800
PHR2923,Betadex Sulfobutyl Ether Sodium,182410-00-0,1 g,EUR 198,1065550
PHR2926,Methyl Acetate,79-20-9,3 x 1.2 mL,EUR 163,1424051
PHR2928,Triprolidine Hydrochloride Z-Isomer,51657-91-1,100 mg,EUR 595,1696109
PHR2929,Balsalazide Related Compound A,,100 mg,EUR 494,1048266
PHR2931,Memantine Related Compound E,351329-88-9,30 mg,EUR 523,1380557
PHR2932,Rosiglitazone,122320-73-4,300 mg,EUR 198,1605817
PHR2933,Chloroquine Related Compound G,,40 mg,EUR 595,1118394
PHR2935,Adapalene Related Compound E,932033-58-4,50 mg,EUR 534,1011754
PHR2939,Salbutamol Impurity K,898542-80-8,50 mg,EUR 586,
PHR2940,Amifostine,112901-68-5,300 mg,EUR 248,1019406
PHR2943,Ascorbic Acid Impurity H,,50 mg,EUR 445,
PHR2944,Bendamustine Related Compound A,109882-29-3,50 mg,EUR 494,1065232
PHR2945,Bendamustine Related Compound B,,40 mg,EUR 595,
PHR2948,Bendamustine Related Compound F,,40 mg,EUR 545,
PHR2951,Bendamustine Related Compound I,87475-54-5,50 mg,EUR 434,
PHR2952,Carvedilol Related Compound B,918903-20-5,40 mg,EUR 347,1096644
PHR2953,Carvedilol Related Compound C,72955-94-3,40 mg,EUR 494,1096655
PHR2954,Doxazosin Related Compound F,617677-53-9,40 mg,EUR 396,1225485
PHR2955,Ketoprofen Related Compound D,66067-44-5,40 mg,EUR 297,
PHR2956,Lansoprazole Related Compound B,103577-40-8,100 mg,EUR 297,
PHR2957,Orphenadrine Related Compound B,93940-17-1,40 mg,EUR 496,1479020
PHR2958,Orphenadrine Related Compound C,10488-36-5,40 mg,EUR 545,1479031
PHR2959,Orphenadrine Related Compound E,21945-86-8,100 mg,EUR 496,1479053
PHR2961,Praziquantel Related Compound A,54761-87-4,40 mg,EUR 372,1554658
PHR2962,Praziquantel Related Compound B,125273-86-1,100 mg,EUR 595,1554669
PHR2963,Praziquantel Related Compound C,125273-88-3,100 mg,EUR 595,1554670
PHR2965,Plastic Additive 16,8016-11-3,200 mg,EUR 98.1,1545078
PHR2967,Sesame Oil,8008-74-0,1 g,EUR 147,1612404
PHR2968,Sesame Oil Related Compound B,2190-15-0,50 mg,EUR 496,1612426
PHR2969,Almond Oil,8007-69-0,1 g,EUR 162,1013206
PHR2970,Borage Seed Oil,84012-16-8,1 g,EUR 79.2,
PHR2971,Canola Oil,120962-03-0,1 g,EUR 162,1090150
PHR2972,Castor Oil,8001-79-4,3 x 200 mg,EUR 178,1096826
PHR2974,Cod Liver Oil,8001-69-2,1 g,EUR 99.1,1145207
PHR2976,Cottonseed Oil,8001-29-4,1 g,EUR 79.2,1150207
PHR2977,Eucalyptus Oil,8000-48-4,1 g,EUR 79.2,1268919
PHR2978,Evening Primrose Oil,308064-97-3,1 g,EUR 124,1269017
PHR2979,Fish Oil,8016-13-5,1 g,EUR 99.1,1270424
PHR2980,Flax Seed Oil,8001-26-1,1 g,EUR 98.1,1270774
PHR2981,Hydrogenated Castor Oil,,500 mg,EUR 189,
PHR2983,Menhaden Oil,8002-50-4,2 mL,EUR 109,1381200
PHR2984,Palm Oil,8002-75-3,1 g,EUR 162,1492040
PHR2985,Peanut Oil,8002-03-7,1 g,EUR 162,1500557
PHR2987,Safflower Oil,8001-23-8,1 g,EUR 162,1607200
PHR2988,Star Anise Oil,68952-43-2,1 g,EUR 217,
PHR2989,Sunflower Oil,8001-21-6,1 g,EUR 162,1642347
PHR2990,Alosetron Hydrochloride,122852-69-1,500 mg,EUR 496,
PHR2991,Alosetron Related Compound A,122852-75-9,50 mg,EUR 396,1013807
PHR2992,Amifostine Thiol,14653-77-1, ,EUR 472,1019428
PHR2993,Aminolevulinic Acid Hydrochloride,5451-09-2,500 mg,EUR 163,1025715
PHR2994,Aminolevulinic Acid Related Compound B,109258-71-1,50 mg,EUR 437,1025737
PHR2995,Aminolevulinic Acid Related Compound A,77479-02-8,50 mg,EUR 635,1025726
PHR2996,Amitraz Related Compound A,60397-77-5,100 mg,EUR 299,1028019
